run_id,date,strategy,symbol,trade_id,option_pnl,hedge_pnl,total_pnl,cum_pnl,margin_used,max_risk,vix_close,iv_current,hv_current
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-05-10,put_credit_spread,SPY,put_credit_spread_SPY_000001,-2.0945,0.0,-2.0945,-2.0945,1261.0,1261.0,16.040000915527344,0.1398,0.0878
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-05-13,put_credit_spread,SPY,put_credit_spread_SPY_000001,0.0,0.0,0.0,-2.0945,1261.0,1261.0,20.549999237060547,,
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-05-14,put_credit_spread,SPY,put_credit_spread_SPY_000001,0.0,0.0,0.0,-2.0945,1261.0,1261.0,18.059999465942383,,
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-05-15,put_credit_spread,SPY,put_credit_spread_SPY_000001,0.0,0.0,0.0,-2.0945,1261.0,1261.0,16.440000534057617,,
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-05-16,put_credit_spread,SPY,put_credit_spread_SPY_000001,0.0,0.0,0.0,-2.0945,1261.0,1261.0,15.289999961853027,,
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-05-17,put_credit_spread,SPY,put_credit_spread_SPY_000001,0.0,0.0,0.0,-2.0945,1261.0,1261.0,15.960000038146973,,
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-05-20,put_credit_spread,SPY,put_credit_spread_SPY_000001,0.0,0.0,0.0,-2.0945,1261.0,1261.0,16.309999465942383,,
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-05-21,put_credit_spread,SPY,put_credit_spread_SPY_000001,0.0,0.0,0.0,-2.0945,1261.0,1261.0,14.949999809265137,,
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-05-22,put_credit_spread,SPY,put_credit_spread_SPY_000001,0.0,0.0,0.0,-2.0945,1261.0,1261.0,14.75,,
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-05-23,put_credit_spread,SPY,put_credit_spread_SPY_000001,0.0,0.0,0.0,-2.0945,1261.0,1261.0,16.920000076293945,,
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-05-24,put_credit_spread,SPY,put_credit_spread_SPY_000001,0.0,0.0,0.0,-2.0945,1261.0,1261.0,15.850000381469728,,
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-05-28,put_credit_spread,SPY,put_credit_spread_SPY_000001,0.0,0.0,0.0,-2.0945,1261.0,1261.0,17.5,,
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-05-29,put_credit_spread,SPY,put_credit_spread_SPY_000001,0.0,0.0,0.0,-2.0945,1261.0,1261.0,17.899999618530273,,
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-05-30,put_credit_spread,SPY,put_credit_spread_SPY_000001,0.0,0.0,0.0,-2.0945,1261.0,1261.0,17.299999237060547,,
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-05-31,put_credit_spread,SPY,put_credit_spread_SPY_000001,0.0,0.0,0.0,-2.0945,1261.0,1261.0,18.709999084472656,,
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-06-03,put_credit_spread,SPY,put_credit_spread_SPY_000001,0.0,0.0,0.0,-2.0945,1261.0,1261.0,18.86000061035156,,
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-06-04,put_credit_spread,SPY,put_credit_spread_SPY_000001,0.0,0.0,0.0,-2.0945,1261.0,1261.0,16.969999313354492,,
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-06-05,put_credit_spread,SPY,put_credit_spread_SPY_000001,0.0,0.0,0.0,-2.0945,1261.0,1261.0,16.09000015258789,,
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-06-06,put_credit_spread,SPY,put_credit_spread_SPY_000001,0.0,0.0,0.0,-2.0945,1261.0,1261.0,15.93000030517578,,
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-06-07,put_credit_spread,SPY,put_credit_spread_SPY_000001,187.0,0.0,187.0,184.9055,1261.0,1261.0,16.299999237060547,,
sim_2019-02-09_2026-05-21_29c06ed80e5a,2020-01-06,put_credit_spread,SPY,put_credit_spread_SPY_000002,-2.0815,0.0,-2.0815,182.824,1437.0,1437.0,13.850000381469728,0.1153,0.0766
sim_2019-02-09_2026-05-21_29c06ed80e5a,2020-01-07,put_credit_spread,SPY,put_credit_spread_SPY_000002,0.0,0.0,0.0,182.824,1437.0,1437.0,13.789999961853027,,
sim_2019-02-09_2026-05-21_29c06ed80e5a,2020-01-08,put_credit_spread,SPY,put_credit_spread_SPY_000002,0.0,0.0,0.0,182.824,1437.0,1437.0,13.449999809265137,0.1098,0.078
sim_2019-02-09_2026-05-21_29c06ed80e5a,2020-01-09,put_credit_spread,SPY,put_credit_spread_SPY_000002,0.0,0.0,0.0,182.824,1437.0,1437.0,12.539999961853027,,
sim_2019-02-09_2026-05-21_29c06ed80e5a,2020-01-10,put_credit_spread,SPY,put_credit_spread_SPY_000002,0.0,0.0,0.0,182.824,1437.0,1437.0,12.5600004196167,0.1043,0.0782
