Entry Time,Symbols,Exit Time,Direction,Entry Price,Exit Price,Quantity,P&L,Fees,MAE,MFE,Drawdown,IsWin,Order Ids
2022-09-02T20:00:00Z,"GLD   220930P00154000",2022-10-01T04:00:00Z,Sell,0.83,0,1,83,1,-229.5,83,277.5,1,"	671,682" 
2022-09-26T20:00:00Z,"SPY",2022-11-02T20:00:00Z,Buy,384,383.96,100,-4,1,-2744,502,2744,0,"	674,713" 
2022-09-26T20:00:00Z,"IWM",2022-11-02T20:00:00Z,Buy,175,182.81,100,781,1,-1027,858,1027,1,"	673,714" 
2022-09-27T04:00:00Z,"QQQ",2022-11-02T20:00:00Z,Buy,288,275.12,100,-1288,1,-2726,0,2726,0,"	677,715" 
2022-09-27T20:00:00Z,"DIA",2022-10-01T04:00:00Z,Buy,307,290,100,-170000,0,-197000,0,197000,0,"	679,680" 
2022-10-04T20:00:00Z,"DIA   221028P00280000",2022-10-18T20:00:00Z,Sell,1.79,0.84,1,95,2,-116,157,148,1,"	689,693" 
2022-10-04T20:00:00Z,"DIA   221028P00265000",2022-10-18T20:00:00Z,Buy,0.81,0.03,1,-78,2,-78,14,92,0,"	690,694" 
2022-10-04T20:00:00Z,"IWM   221028P00162000",2022-10-19T20:00:00Z,Sell,2.14,1.12,1,102,2,-114,158.5,167,1,"	685,695" 
2022-10-04T20:00:00Z,"IWM   221028P00150000",2022-10-19T20:00:00Z,Buy,1.04,0.02,1,-102,2,-102,0,102,0,"	686,696" 
2022-10-04T20:00:00Z,"SPY   221028P00354000",2022-10-24T20:00:00Z,Sell,3.99,0.43,1,356,2,-405,385.5,534,1,"	683,697" 
2022-10-04T20:00:00Z,"SPY   221028P00328000",2022-10-24T20:00:00Z,Buy,1.1,0.04,1,-106,2,-108,55,163,0,"	684,698" 
2022-10-04T20:00:00Z,"QQQ   221028P00262000",2022-10-24T20:00:00Z,Sell,3.71,1.1,1,261,2,-442,328,517,1,"	687,699" 
2022-10-04T20:00:00Z,"QQQ   221028P00240000",2022-10-24T20:00:00Z,Buy,1.13,0.01,1,-112,2,-112,80,192,0,"	688,700" 
2022-10-04T20:00:00Z,"GLD   221028P00154500",2022-10-28T20:00:00Z,Sell,1.07,1.96,1,-89,2,-235.5,60.5,263.5,0,"	691,701" 
2022-10-04T20:00:00Z,"GLD   221028P00148000",2022-10-28T20:00:00Z,Buy,0.32,0.01,1,-31,2,-31,28,59,0,"	692,702" 
2022-11-02T20:00:00Z,"IWM   221128P00165000",2022-11-29T05:00:00Z,Buy,1.24,0,1,-124,1,-124,23.5,147.5,0,"	706,716" 
2022-11-02T20:00:00Z,"IWM   221128P00177000",2022-11-29T05:00:00Z,Sell,2.67,0,1,267,1,-297.5,267,297.5,1,"	705,717" 
2022-11-02T20:00:00Z,"QQQ   221128P00250000",2022-11-29T05:00:00Z,Buy,1.82,0,1,-182,1,-182,208,390,0,"	708,718" 
2022-11-02T20:00:00Z,"QQQ   221128P00264000",2022-11-29T05:00:00Z,Sell,4.37,0,1,437,1,-536,437,536,1,"	707,719" 
2022-11-02T20:00:00Z,"SPY   221128P00354000",2022-11-29T05:00:00Z,Buy,1.85,0,1,-185,1,-185,120.5,305.5,0,"	704,720" 
2022-11-02T20:00:00Z,"SPY   221128P00372000",2022-11-29T05:00:00Z,Sell,5.36,0,1,536,1,-395,536,395,1,"	703,721" 
2022-11-02T20:00:00Z,"DIA   221202P00298000",2022-12-03T05:00:00Z,Buy,1.82,0,1,-182,1,-182,34,216,0,"	710,732" 
2022-11-02T20:00:00Z,"DIA   221202P00316000",2022-12-03T05:00:00Z,Sell,2.33,0,1,233,1,-359.5,233,359.5,1,"	709,733" 
2022-11-02T20:00:00Z,"GLD   221202P00144000",2022-12-03T05:00:00Z,Buy,0.36,0,1,-36,1,-36,13,49,0,"	712,734" 
2022-11-02T20:00:00Z,"GLD   221202P00150000",2022-12-03T05:00:00Z,Sell,1.2,0,1,120,1,-61.5,120,61.5,1,"	711,735" 
2022-12-02T21:00:00Z,"QQQ   221230P00283000",2022-12-27T05:00:00Z,Sell,5.66,0,1,566,1,-1062,566,1236,0,"	726,736" 
2022-12-02T21:00:00Z,"IWM   221230P00181000",2022-12-28T21:00:00Z,Sell,3.43,0,1,343,1,-702.5,343,834,0,"	724,737" 
2022-12-02T21:00:00Z,"SPY   221230P00396000",2022-12-28T21:00:00Z,Sell,6.36,0,1,636,1,-1294,636,1501,0,"	722,738" 
2022-12-02T21:00:00Z,"DIA   221230P00318000",2022-12-31T05:00:00Z,Buy,5.65,0,1,-565,1,-565,0,565,0,"	729,739" 
2022-12-02T21:00:00Z,"DIA   221230P00336000",2022-12-31T05:00:00Z,Sell,1.95,0,1,195,1,-835,195,835,0,"	728,740" 
2022-12-02T21:00:00Z,"GLD   221230P00159000",2022-12-31T05:00:00Z,Buy,0.89,0,1,-89,1,-89,0,89,0,"	731,741" 
2022-12-02T21:00:00Z,"GLD   221230P00165000",2022-12-31T05:00:00Z,Sell,1.52,0,1,152,1,-95,152,110,1,"	730,742" 
2022-12-02T21:00:00Z,"IWM   221230P00170000",2022-12-31T05:00:00Z,Buy,1.1,0,1,-110,1,-110,69.5,179.5,0,"	725,743" 
2022-12-02T21:00:00Z,"QQQ   221230P00265000",2022-12-31T05:00:00Z,Buy,2.17,0,1,-217,1,-217,324.5,541.5,0,"	727,744" 
2022-12-02T21:00:00Z,"SPY   221230P00376000",2022-12-31T05:00:00Z,Buy,1.85,0,1,-185,1,-185,129.5,314.5,0,"	723,745" 
2022-12-27T05:00:00Z,"QQQ",2023-01-04T21:00:00Z,Buy,283,266.7,100,-1630,1,-2290,0,2290,0,"	736,758" 
2022-12-28T21:00:00Z,"SPY",2023-01-04T21:00:00Z,Buy,396,383.22,100,-1278,1,-1518,0,1518,0,"	738,756" 
2022-12-28T21:00:00Z,"IWM",2023-01-04T21:00:00Z,Buy,181,174.57,100,-643,1,-760,0,760,0,"	737,757" 
2022-12-31T05:00:00Z,"DIA",2023-01-04T21:00:00Z,Buy,336,332.63,100,-337,1,-478,0,478,0,"	740,759" 
2023-01-04T21:00:00Z,"DIA   230203P00305000",2023-02-04T05:00:00Z,Buy,1.17,0,1,-117,1,-117,0,117,0,"	753,770" 
2023-01-04T21:00:00Z,"DIA   230203P00322000",2023-02-04T05:00:00Z,Sell,2.95,0,1,295,1,-100,295,129,1,"	752,771" 
2023-01-04T21:00:00Z,"GLD   230203P00161000",2023-02-04T05:00:00Z,Buy,0.3,0,1,-30,1,-30,8,38,0,"	755,772" 
2023-01-04T21:00:00Z,"GLD   230203P00167500",2023-02-04T05:00:00Z,Sell,0.72,0,1,72,1,-82,72,82,1,"	754,773" 
2023-01-04T21:00:00Z,"IWM   230203P00156000",2023-02-04T05:00:00Z,Buy,0.59,0,1,-59,1,-59,0,59,0,"	749,774" 
2023-01-04T21:00:00Z,"IWM   230203P00167000",2023-02-04T05:00:00Z,Sell,2.16,0,1,216,1,-24,216,51,1,"	748,775" 
2023-01-04T21:00:00Z,"QQQ   230203P00236000",2023-02-04T05:00:00Z,Buy,1.14,0,1,-114,1,-114,17,131,0,"	751,776" 
2023-01-04T21:00:00Z,"QQQ   230203P00254000",2023-02-04T05:00:00Z,Sell,3.52,0,1,352,1,-146,352,146,1,"	750,777" 
2023-01-04T21:00:00Z,"SPY   230203P00348000",2023-02-04T05:00:00Z,Buy,1.14,0,1,-114,1,-114,8.5,122.5,0,"	747,778" 
2023-01-04T21:00:00Z,"SPY   230203P00369000",2023-02-04T05:00:00Z,Sell,4.31,0,1,431,1,-67.5,431,111,1,"	746,779" 
2023-02-02T21:00:00Z,"GLD   230303P00178500",2023-02-27T05:00:00Z,Sell,1.44,0,1,144,1,-866,144,866,0,"	768,780" 
2023-02-02T21:00:00Z,"DIA   230303P00318000",2023-03-04T05:00:00Z,Buy,5,0,1,-500,1,-500,0,500,0,"	767,792" 
2023-02-02T21:00:00Z,"DIA   230303P00333000",2023-03-04T05:00:00Z,Sell,0.15,0,1,15,1,-637.5,15,637.5,1,"	766,793" 
2023-02-02T21:00:00Z,"GLD   230303P00172500",2023-03-04T05:00:00Z,Buy,0.77,0,1,-77,1,-77,338,415,0,"	769,794" 
2023-02-02T21:00:00Z,"IWM   230303P00177500",2023-03-04T05:00:00Z,Buy,0.56,0,1,-56,1,-56,40,96,0,"	763,795" 
2023-02-02T21:00:00Z,"IWM   230303P00189000",2023-03-04T05:00:00Z,Sell,1.71,0,1,171,1,-205,171,249,1,"	762,796" 
2023-02-02T21:00:00Z,"QQQ   230303P00272500",2023-03-04T05:00:00Z,Buy,1.09,0,1,-109,1,-109,0,109,0,"	765,797" 
2023-02-02T21:00:00Z,"QQQ   230303P00291000",2023-03-04T05:00:00Z,Sell,2.42,0,1,242,1,-150,242,274,1,"	764,798" 
2023-02-02T21:00:00Z,"SPY   230303P00381000",2023-03-04T05:00:00Z,Buy,0.89,0,1,-89,1,-89,43,132,0,"	761,799" 
2023-02-02T21:00:00Z,"SPY   230303P00401000",2023-03-04T05:00:00Z,Sell,2.73,0,1,273,1,-387,273,506,1,"	760,800" 
2023-02-27T05:00:00Z,"GLD",2023-03-02T21:00:00Z,Buy,178.5,170.52,100,-798,1,-949,0,949,0,"	780,791" 
2023-03-02T21:00:00Z,"IWM   230331P00182000",2023-03-27T04:00:00Z,Sell,2.97,0,1,297,1,-884.5,297,1023.5,0,"	783,801" 
2023-03-02T21:00:00Z,"DIA   230331P00302000",2023-04-01T04:00:00Z,Buy,5,0,1,-500,1,-500,0,500,0,"	788,802" 
2023-03-02T21:00:00Z,"DIA   230331P00318000",2023-04-01T04:00:00Z,Sell,0.75,0,1,75,1,-545,75,545,1,"	787,803" 
2023-03-02T21:00:00Z,"GLD   230331P00162000",2023-04-01T04:00:00Z,Buy,0.33,0,1,-33,1,-33,6,39,0,"	790,804" 
2023-03-02T21:00:00Z,"GLD   230331P00168000",2023-04-01T04:00:00Z,Sell,1.31,0,1,131,1,-49,131,104,1,"	789,805" 
2023-03-02T21:00:00Z,"IWM   230331P00170000",2023-04-01T04:00:00Z,Buy,0.92,0,1,-92,1,-92,299.5,391.5,0,"	784,806" 
2023-03-02T21:00:00Z,"QQQ   230331P00262000",2023-04-01T04:00:00Z,Buy,1.58,0,1,-158,1,-158,0,158,0,"	786,807" 
2023-03-02T21:00:00Z,"QQQ   230331P00280000",2023-04-01T04:00:00Z,Sell,5.14,0,1,514,1,0,514,270.5,1,"	785,808" 
2023-03-02T21:00:00Z,"SPY   230331P00362000",2023-04-01T04:00:00Z,Buy,1.48,0,1,-148,1,-148,114.5,262.5,0,"	782,809" 
2023-03-02T21:00:00Z,"SPY   230331P00383000",2023-04-01T04:00:00Z,Sell,5.4,0,1,540,1,-293,540,642,1,"	781,810" 
2023-03-04T05:00:00Z,"GLD",2023-05-27T04:00:00Z,Sell,172.5,181,100,-85000,0,-179400,39600,219000,0,"	794,845" 
2023-03-27T04:00:00Z,"IWM",2023-04-04T20:00:00Z,Buy,182,178.97,100,-303,1,-855,0,855,0,"	801,821" 
2023-04-04T20:00:00Z,"DIA   230428P00315000",2023-04-29T04:00:00Z,Buy,5,0,1,-500,1,-500,0,500,0,"	818,822" 
2023-04-04T20:00:00Z,"DIA   230428P00329000",2023-04-29T04:00:00Z,Sell,0.55,0,1,55,1,-239.5,55,239.5,1,"	817,823" 
2023-04-04T20:00:00Z,"GLD   230428P00175500",2023-04-29T04:00:00Z,Buy,0.37,0,1,-37,1,-37,0,37,0,"	820,824" 
2023-04-04T20:00:00Z,"GLD   230428P00181000",2023-04-29T04:00:00Z,Sell,1.26,0,1,126,1,0,126,30,1,"	819,825" 
2023-04-04T20:00:00Z,"IWM   230428P00163000",2023-04-29T04:00:00Z,Buy,0.6,0,1,-60,1,-60,43,103,0,"	814,826" 
2023-04-04T20:00:00Z,"IWM   230428P00173000",2023-04-29T04:00:00Z,Sell,1.84,0,1,184,1,-176,184,184.5,1,"	813,827" 
2023-04-04T20:00:00Z,"QQQ   230428P00293000",2023-04-29T04:00:00Z,Buy,1.47,0,1,-147,1,-147,0,147,0,"	816,828" 
2023-04-04T20:00:00Z,"QQQ   230428P00311000",2023-04-29T04:00:00Z,Sell,3.42,0,1,342,1,-123,342,231.5,1,"	815,829" 
2023-04-04T20:00:00Z,"SPY   230428P00384000",2023-04-29T04:00:00Z,Buy,1.04,0,1,-104,1,-104,16,120,0,"	812,830" 
2023-04-04T20:00:00Z,"SPY   230428P00402000",2023-04-29T04:00:00Z,Sell,3.3,0,1,330,1,-86,330,104.5,1,"	811,831" 
2023-05-02T20:00:00Z,"DIA   230526P00320000",2023-05-27T04:00:00Z,Buy,5,0,1,-500,1,-500,0,500,0,"	839,842" 
2023-05-02T20:00:00Z,"DIA   230526P00334000",2023-05-27T04:00:00Z,Sell,0.5,0,1,50,1,-636,50,636,0,"	838,843" 
2023-05-02T20:00:00Z,"GLD   230526P00175000",2023-05-27T04:00:00Z,Buy,0.34,0,1,-34,1,-34,0,34,0,"	841,844" 
2023-05-02T20:00:00Z,"GLD   230526P00181000",2023-05-27T04:00:00Z,Sell,1.19,0,1,119,1,0,119,96.5,1,"	840,845" 
2023-05-02T20:00:00Z,"IWM   230526P00161000",2023-05-27T04:00:00Z,Buy,0.66,0,1,-66,1,-66,76,142,0,"	835,846" 
2023-05-02T20:00:00Z,"IWM   230526P00171000",2023-05-27T04:00:00Z,Sell,2.12,0,1,212,1,-209,212,209,1,"	834,847" 
2023-05-02T20:00:00Z,"QQQ   230526P00298000",2023-05-27T04:00:00Z,Buy,1.05,0,1,-105,1,-105,78,183,0,"	837,848" 
2023-05-02T20:00:00Z,"QQQ   230526P00314000",2023-05-27T04:00:00Z,Sell,2.76,0,1,276,1,-263,276,263,1,"	836,849" 
2023-05-02T20:00:00Z,"SPY   230526P00389000",2023-05-27T04:00:00Z,Buy,1.1,0,1,-110,1,-110,148,258,0,"	833,850" 
2023-05-02T20:00:00Z,"SPY   230526P00407500",2023-05-27T04:00:00Z,Sell,3.32,0,1,332,1,-418,332,418,1,"	832,851" 
2023-05-27T04:00:00Z,"DIA",2023-06-02T20:00:00Z,Buy,334,333.14,100,-86,1,-448,407,493,0,"	843,862" 
2023-06-02T20:00:00Z,"DIA   230630P00310000",2023-07-01T04:00:00Z,Buy,5,0,1,-500,1,-500,0,500,0,"	859,863" 
2023-06-02T20:00:00Z,"DIA   230630P00325000",2023-07-01T04:00:00Z,Sell,0.55,0,1,55,1,-70,55,70,1,"	858,864" 
2023-06-02T20:00:00Z,"GLD   230630P00175000",2023-07-01T04:00:00Z,Buy,0.3,0,1,-30,1,-30,23.5,53.5,0,"	861,865" 
2023-06-02T20:00:00Z,"GLD   230630P00180000",2023-07-01T04:00:00Z,Sell,1.01,0,1,101,1,-186,101,209,0,"	860,866" 
2023-06-02T20:00:00Z,"IWM   230630P00160000",2023-07-01T04:00:00Z,Buy,0.48,0,1,-48,1,-48,0,48,0,"	855,867" 
2023-06-02T20:00:00Z,"IWM   230630P00171000",2023-07-01T04:00:00Z,Sell,1.53,0,1,153,1,0,153,23.5,1,"	854,868" 
2023-06-02T20:00:00Z,"QQQ   230630P00324000",2023-07-01T04:00:00Z,Buy,0.99,0,1,-99,1,-99,0,99,0,"	857,869" 
2023-06-02T20:00:00Z,"QQQ   230630P00343000",2023-07-01T04:00:00Z,Sell,3.32,0,1,332,1,-53,332,160,1,"	856,870" 
2023-06-02T20:00:00Z,"SPY   230630P00393000",2023-07-01T04:00:00Z,Buy,0.91,0,1,-91,1,-91,0,91,0,"	853,871" 
2023-06-02T20:00:00Z,"SPY   230630P00413000",2023-07-01T04:00:00Z,Sell,2.65,0,1,265,1,0,265,8,1,"	852,872" 
2023-07-01T04:00:00Z,"GLD",2023-07-05T20:00:00Z,Buy,180,179.38,100,-62,1,-216,0,216,0,"	866,883" 
2023-07-05T20:00:00Z,"DIA   230728P00328000",2023-07-29T04:00:00Z,Buy,5,0,1,-500,1,-500,0,500,0,"	880,884" 
2023-07-05T20:00:00Z,"DIA   230728P00339000",2023-07-29T04:00:00Z,Sell,0.4,0,1,40,1,-375,40,375,1,"	879,885" 
2023-07-05T20:00:00Z,"GLD   230728P00172000",2023-07-29T04:00:00Z,Buy,0.21,0,1,-21,1,-21,13,34,0,"	882,886" 
2023-07-05T20:00:00Z,"GLD   230728P00176000",2023-07-29T04:00:00Z,Sell,0.66,0,1,66,1,-55,66,55,1,"	881,887" 
2023-07-05T20:00:00Z,"IWM   230728P00176000",2023-07-29T04:00:00Z,Buy,0.65,0,1,-65,1,-65,59,124,0,"	876,888" 
2023-07-05T20:00:00Z,"IWM   230728P00184000",2023-07-29T04:00:00Z,Sell,1.82,0,1,182,1,-206,182,206,1,"	875,889" 
2023-07-05T20:00:00Z,"QQQ   230728P00345000",2023-07-29T04:00:00Z,Buy,1.2,0,1,-120,1,-120,11,131,0,"	878,890" 
2023-07-05T20:00:00Z,"QQQ   230728P00362000",2023-07-29T04:00:00Z,Sell,4.02,0,1,402,1,-42,402,110.5,1,"	877,891" 
2023-07-05T20:00:00Z,"SPY   230728P00422000",2023-07-29T04:00:00Z,Buy,1.06,0,1,-106,1,-106,26.5,132.5,0,"	874,892" 
2023-07-05T20:00:00Z,"SPY   230728P00437000",2023-07-29T04:00:00Z,Sell,3.17,0,1,317,1,-85,317,131.5,1,"	873,893" 
2023-08-02T20:00:00Z,"DIA   230901P00337000",2023-09-02T04:00:00Z,Buy,5,0,1,-500,1,-500,0,500,0,"	901,914" 
2023-08-02T20:00:00Z,"DIA   230901P00350000",2023-09-02T04:00:00Z,Sell,0.35,0,1,35,1,-855,35,855,0,"	900,915" 
2023-08-02T20:00:00Z,"GLD   230901P00173000",2023-09-02T04:00:00Z,Buy,0.25,0,1,-25,1,-25,51,76,0,"	903,916" 
2023-08-02T20:00:00Z,"GLD   230901P00178000",2023-09-02T04:00:00Z,Sell,0.59,0,1,59,1,-256,59,256,1,"	902,917" 
2023-08-02T20:00:00Z,"IWM   230901P00182500",2023-09-02T04:00:00Z,Buy,1,0,1,-100,1,-100,137.5,237.5,0,"	897,918" 
2023-08-02T20:00:00Z,"IWM   230901P00193000",2023-09-02T04:00:00Z,Sell,2.71,0,1,271,1,-700.5,271,700.5,1,"	896,919" 
2023-08-02T20:00:00Z,"QQQ   230901P00354000",2023-09-02T04:00:00Z,Buy,1.7,0,1,-170,1,-170,246,416,0,"	899,920" 
2023-08-02T20:00:00Z,"QQQ   230901P00373000",2023-09-02T04:00:00Z,Sell,4.65,0,1,465,1,-1067,465,1067,1,"	898,921" 
2023-08-02T20:00:00Z,"SPY   230901P00431000",2023-09-02T04:00:00Z,Buy,1.85,0,1,-185,1,-185,153.5,338.5,0,"	895,922" 
2023-08-02T20:00:00Z,"SPY   230901P00449000",2023-09-02T04:00:00Z,Sell,3.8,0,1,380,1,-981,380,981,1,"	894,923" 
2023-09-02T04:00:00Z,"IWM",2023-09-05T20:00:00Z,Buy,193,189.59,100,-341,1,-617,0,617,0,"	919,924" 
2023-09-02T04:00:00Z,"DIA",2023-09-05T20:00:00Z,Buy,350,349.03,100,-97,1,-302,0,302,0,"	915,925" 
2023-09-05T20:00:00Z,"IWM   230929P00187000",2023-09-25T04:00:00Z,Sell,2.12,0,1,212,1,-898.5,212,898.5,0,"	906,926" 
2023-09-05T20:00:00Z,"DIA   230929P00333000",2023-09-30T04:00:00Z,Buy,5,0,1,-500,1,-500,0,500,0,"	911,927" 
2023-09-05T20:00:00Z,"DIA   230929P00344000",2023-09-30T04:00:00Z,Sell,1.89,0,1,189,1,-721,189,822,0,"	910,928" 
2023-09-05T20:00:00Z,"GLD   230929P00174000",2023-09-30T04:00:00Z,Buy,0.29,0,1,-29,1,-29,221,250,1,"	913,929" 
2023-09-05T20:00:00Z,"GLD   230929P00178000",2023-09-30T04:00:00Z,Sell,1.04,0,1,104,1,-551,104,610,0,"	912,930" 
2023-09-05T20:00:00Z,"IWM   230929P00178000",2023-09-30T04:00:00Z,Buy,0.6,0,1,-60,1,-60,321,381,1,"	907,931" 
2023-09-05T20:00:00Z,"QQQ   230929P00351000",2023-09-30T04:00:00Z,Buy,1.17,0,1,-117,1,-117,88,205,0,"	909,932" 
2023-09-05T20:00:00Z,"QQQ   230929P00369000",2023-09-30T04:00:00Z,Sell,3.92,0,1,392,1,-1102,392,1302,0,"	908,933" 
2023-09-05T20:00:00Z,"SPY   230929P00427000",2023-09-30T04:00:00Z,Buy,1.04,0,1,-104,1,-104,249,353,0,"	905,934" 
2023-09-05T20:00:00Z,"SPY   230929P00444000",2023-09-30T04:00:00Z,Sell,3.18,0,1,318,1,-1529,318,1668,0,"	904,935" 
2023-09-25T04:00:00Z,"IWM",2023-09-30T04:00:00Z,Buy,187,178,100,-90000,0,-126400,0,126400,0,"	926,931" 
2023-09-30T04:00:00Z,"GLD",2023-09-30T04:00:00Z,Sell,174,178,100,-40000,0,-40000,0,40000,0,"	929,930" 
2023-09-30T04:00:00Z,"SPY",2023-10-03T20:00:00Z,Buy,444,425.04,100,-1896,1,-2241,0,2241,0,"	935,946" 
2023-09-30T04:00:00Z,"QQQ",2023-10-03T20:00:00Z,Buy,369,358.82,100,-1018,1,-1408,0,1408,0,"	933,947" 
2023-09-30T04:00:00Z,"DIA",2023-10-03T20:00:00Z,Buy,344,332.84,100,-1116,1,-1402,0,1402,0,"	928,948" 
2023-10-03T20:00:00Z,"DIA   231027P00315000",2023-10-28T04:00:00Z,Buy,0.92,0,1,-92,1,-92,31.5,123.5,0,"	943,949" 
2023-10-03T20:00:00Z,"DIA   231027P00328000",2023-10-28T04:00:00Z,Sell,0.65,0,1,65,1,-337.5,65,338.5,0,"	942,950" 
2023-10-03T20:00:00Z,"GLD   231027P00162500",2023-10-28T04:00:00Z,Buy,0.39,0,1,-39,1,-39,6,45,0,"	945,951" 
2023-10-03T20:00:00Z,"GLD   231027P00167000",2023-10-28T04:00:00Z,Sell,1.11,0,1,111,1,-22,111,22,1,"	944,952" 
2023-10-03T20:00:00Z,"IWM   231027P00161000",2023-10-28T04:00:00Z,Buy,0.71,0,1,-71,1,-71,23.5,94.5,0,"	939,953" 
2023-10-03T20:00:00Z,"IWM   231027P00169000",2023-10-28T04:00:00Z,Sell,2.07,0,1,207,1,-495,207,638,0,"	938,954" 
2023-10-03T20:00:00Z,"QQQ   231027P00332000",2023-10-28T04:00:00Z,Buy,1.39,0,1,-139,1,-139,58,197,0,"	941,955" 
2023-10-03T20:00:00Z,"QQQ   231027P00352000",2023-10-28T04:00:00Z,Sell,4.88,0,1,488,1,-362,488,761,0,"	940,956" 
2023-10-03T20:00:00Z,"SPY   231027P00400000",2023-10-28T04:00:00Z,Buy,1.29,0,1,-129,1,-129,52,181,0,"	937,957" 
2023-10-03T20:00:00Z,"SPY   231027P00418000",2023-10-28T04:00:00Z,Sell,4.3,0,1,430,1,-282,430,646.5,0,"	936,958" 
2023-10-28T04:00:00Z,"SPY",2023-11-02T20:00:00Z,Buy,418,426.56,100,856,1,-241,1276,420,1,"	958,969" 
2023-10-28T04:00:00Z,"IWM",2023-11-02T20:00:00Z,Buy,169,167.78,100,-122,1,-589,87,589,0,"	954,970" 
2023-10-28T04:00:00Z,"QQQ",2023-11-02T20:00:00Z,Buy,352,361.65,100,965,1,-280,1144,280,1,"	956,971" 
2023-10-28T04:00:00Z,"DIA",2023-11-02T20:00:00Z,Buy,328,334.78,100,678,1,0,1039,361,1,"	950,972" 
2023-11-02T20:00:00Z,"DIA   231201P00313000",2023-12-02T05:00:00Z,Buy,0.6,0,1,-60,1,-60,0,60,0,"	966,983" 
2023-11-02T20:00:00Z,"DIA   231201P00326000",2023-12-02T05:00:00Z,Sell,1.82,0,1,182,1,0,182,26,1,"	965,984" 
2023-11-02T20:00:00Z,"GLD   231201P00175500",2023-12-02T05:00:00Z,Buy,0.28,0,1,-28,1,-28,28,56,0,"	968,985" 
2023-11-02T20:00:00Z,"GLD   231201P00180000",2023-12-02T05:00:00Z,Sell,0.83,0,1,83,1,-127,83,146.5,1,"	967,986" 
2023-11-02T20:00:00Z,"IWM   231201P00152000",2023-12-02T05:00:00Z,Buy,0.43,0,1,-43,1,-43,0,43,0,"	962,987" 
2023-11-02T20:00:00Z,"IWM   231201P00161000",2023-12-02T05:00:00Z,Sell,1.36,0,1,136,1,0,136,56,1,"	961,988" 
2023-11-02T20:00:00Z,"QQQ   231201P00328000",2023-12-02T05:00:00Z,Buy,0.87,0,1,-87,1,-87,0,87,0,"	964,989" 
2023-11-02T20:00:00Z,"QQQ   231201P00347000",2023-12-02T05:00:00Z,Sell,2.81,0,1,281,1,0,281,27.5,1,"	963,990" 
2023-11-02T20:00:00Z,"SPY   231201P00394000",2023-12-02T05:00:00Z,Buy,0.82,0,1,-82,1,-82,0,82,0,"	960,991" 
2023-11-02T20:00:00Z,"SPY   231201P00413000",2023-12-02T05:00:00Z,Sell,2.49,0,1,249,1,0,249,25.5,1,"	959,992" 
2023-12-04T21:00:00Z,"DIA   231229P00346000",2023-12-30T05:00:00Z,Buy,1.17,0,1,-117,1,-117,0,117,0,"	980,993" 
2023-12-04T21:00:00Z,"DIA   231229P00358000",2023-12-30T05:00:00Z,Sell,2.1,0,1,210,1,-14,210,24,1,"	979,994" 
2023-12-04T21:00:00Z,"GLD   231229P00184000",2023-12-30T05:00:00Z,Buy,0.74,0,1,-74,1,-74,122.5,196.5,0,"	982,995" 
2023-12-04T21:00:00Z,"GLD   231229P00189000",2023-12-30T05:00:00Z,Sell,2.32,0,1,232,1,-356,232,356,1,"	981,996" 
2023-12-04T21:00:00Z,"IWM   231229P00172000",2023-12-30T05:00:00Z,Buy,0.62,0,1,-62,1,-62,0,62,0,"	976,997" 
2023-12-04T21:00:00Z,"IWM   231229P00180000",2023-12-30T05:00:00Z,Sell,2.12,0,1,212,1,0,212,69.5,1,"	975,998" 
2023-12-04T21:00:00Z,"QQQ   231229P00366000",2023-12-30T05:00:00Z,Buy,1.27,0,1,-127,1,-127,0,127,0,"	978,999" 
2023-12-04T21:00:00Z,"QQQ   231229P00382000",2023-12-30T05:00:00Z,Sell,4.41,0,1,441,1,-19,441,74.5,1,"	977,1000" 
2023-12-04T21:00:00Z,"SPY   231229P00436000",2023-12-30T05:00:00Z,Buy,1.2,0,1,-120,1,-120,0,120,0,"	974,1001" 
2023-12-04T21:00:00Z,"SPY   231229P00452000",2023-12-30T05:00:00Z,Sell,3.91,0,1,391,1,-17,391,63,1,"	973,1002" 
2024-01-03T21:00:00Z,"SPY   240131P00449000",2024-02-01T05:00:00Z,Buy,0.91,0,1,-91,1,-91,43,134,0,"	1004,1013" 
2024-01-03T21:00:00Z,"SPY   240131P00465000",2024-02-01T05:00:00Z,Sell,2.82,0,1,282,1,-168,282,168,1,"	1003,1014" 
2024-01-03T21:00:00Z,"DIA   240202P00357000",2024-02-03T05:00:00Z,Buy,0.81,0,1,-81,1,-81,13,94,0,"	1008,1025" 
2024-01-03T21:00:00Z,"DIA   240202P00371000",2024-02-03T05:00:00Z,Sell,2.29,0,1,229,1,-83.5,229,112,1,"	1007,1026" 
2024-01-03T21:00:00Z,"GLD   240202P00182000",2024-02-03T05:00:00Z,Buy,0.37,0,1,-37,1,-37,12,49,0,"	1010,1027" 
2024-01-03T21:00:00Z,"GLD   240202P00187500",2024-02-03T05:00:00Z,Sell,1.34,0,1,134,1,-147,134,182.5,1,"	1009,1028" 
2024-01-03T21:00:00Z,"IWM   240202P00183000",2024-02-03T05:00:00Z,Buy,0.69,0,1,-69,1,-69,65,134,0,"	1006,1029" 
2024-01-03T21:00:00Z,"IWM   240202P00194000",2024-02-03T05:00:00Z,Sell,2.34,0,1,234,1,-401,234,401,1,"	1005,1030" 
