Entry Time,Symbols,Exit Time,Direction,Entry Price,Exit Price,Quantity,P&L,Fees,MAE,MFE,Drawdown,IsWin,Order Ids
2021-05-04T20:00:00Z,"QQQ   210528P00326000",2021-05-25T20:00:00Z,Sell,0.2,0.9,1,-70,2,-1261,0,1261,0,"	337,347" 
2021-05-04T20:00:00Z,"QQQ   210528P00306000",2021-05-25T20:00:00Z,Buy,6.27,0.07,1,-620,2,-622.5,0,622.5,0,"	338,348" 
2021-05-04T20:00:00Z,"DIA   210528P00334000",2021-05-25T20:00:00Z,Sell,1.57,0.29,1,128,2,-353,136.5,399,1,"	339,349" 
2021-05-04T20:00:00Z,"DIA   210528P00320000",2021-05-25T20:00:00Z,Buy,6.05,0.08,1,-597,2,-597.5,0,597.5,0,"	340,350" 
2021-05-04T20:00:00Z,"IWM   210528P00219000",2021-05-27T20:00:00Z,Sell,1.16,0.29,1,87,2,-862,111,862,1,"	335,351" 
2021-05-04T20:00:00Z,"IWM   210528P00205000",2021-05-27T20:00:00Z,Buy,1.52,0.01,1,-151,2,-151,225.5,376.5,0,"	336,352" 
2021-06-02T20:00:00Z,"QQQ   210628P00304000",2021-06-29T04:00:00Z,Buy,1.22,0,1,-122,1,-122,10,132,0,"	358,363" 
2021-06-02T20:00:00Z,"QQQ   210628P00323000",2021-06-29T04:00:00Z,Sell,3.63,0,1,363,1,-72,363,111,1,"	357,364" 
2021-06-02T20:00:00Z,"SPY   210628P00388000",2021-06-29T04:00:00Z,Buy,1.34,0,1,-134,1,-134,0,134,0,"	354,365" 
2021-06-02T20:00:00Z,"SPY   210628P00410000",2021-06-29T04:00:00Z,Sell,3.65,0,1,365,1,0,365,165.5,1,"	353,366" 
2021-06-02T20:00:00Z,"GLD   210630P00174000",2021-06-29T20:00:00Z,Sell,1.18,0,1,118,1,-799.5,118,840.5,0,"	361,367" 
2021-06-02T20:00:00Z,"DIA   210630P00323000",2021-07-01T04:00:00Z,Buy,0.93,0,1,-93,1,-93,51,144,0,"	360,368" 
2021-06-02T20:00:00Z,"DIA   210630P00339000",2021-07-01T04:00:00Z,Sell,2.73,0,1,273,1,-452,273,557.5,1,"	359,369" 
2021-06-02T20:00:00Z,"GLD   210630P00168000",2021-07-01T04:00:00Z,Buy,0.37,0,1,-37,1,-37,345.5,382.5,1,"	362,370" 
2021-06-02T20:00:00Z,"IWM   210630P00206000",2021-07-01T04:00:00Z,Buy,0.94,0,1,-94,1,-94,21,115,0,"	356,371" 
2021-06-02T20:00:00Z,"IWM   210630P00221000",2021-07-01T04:00:00Z,Sell,3.01,0,1,301,1,-63.5,301,232,1,"	355,372" 
2021-06-29T20:00:00Z,"GLD",2021-07-01T04:00:00Z,Buy,174,168,100,-60000,0,-83700,0,83700,0,"	367,370" 
2021-07-02T20:00:00Z,"QQQ   210726P00328000",2021-07-27T04:00:00Z,Buy,0.99,0,1,-99,1,-99,0,99,0,"	378,383" 
2021-07-02T20:00:00Z,"QQQ   210726P00346000",2021-07-27T04:00:00Z,Sell,2.89,0,1,289,1,0,289,96,1,"	377,384" 
2021-07-02T20:00:00Z,"SPY   210726P00405000",2021-07-27T04:00:00Z,Buy,1.04,0,1,-104,1,-104,13,117,0,"	374,385" 
2021-07-02T20:00:00Z,"SPY   210726P00423000",2021-07-27T04:00:00Z,Sell,2.61,0,1,261,1,-85,261,265,1,"	373,386" 
2021-07-02T20:00:00Z,"DIA   210730P00326000",2021-07-31T04:00:00Z,Buy,1.05,0,1,-105,1,-105,55,160,0,"	380,387" 
2021-07-02T20:00:00Z,"DIA   210730P00340000",2021-07-31T04:00:00Z,Sell,2.41,0,1,241,1,-304,241,418,1,"	379,388" 
2021-07-02T20:00:00Z,"GLD   210730P00156000",2021-07-31T04:00:00Z,Buy,0.36,0,1,-36,1,-36,0,36,0,"	382,389" 
2021-07-02T20:00:00Z,"GLD   210730P00162500",2021-07-31T04:00:00Z,Sell,1.24,0,1,124,1,0,124,9,1,"	381,390" 
2021-07-02T20:00:00Z,"IWM   210730P00211000",2021-07-31T04:00:00Z,Buy,0.85,0,1,-85,1,-85,348,433,0,"	376,391" 
2021-07-02T20:00:00Z,"IWM   210730P00225000",2021-07-31T04:00:00Z,Sell,2.67,0,1,267,1,-1109,267,1109,0,"	375,392" 
2021-07-31T04:00:00Z,"IWM",2021-10-04T20:00:00Z,Buy,225,222.2,100,-280,1,-1306,402,1306,0,"	392,443" 
2021-08-03T20:00:00Z,"SPY   210827P00427000",2021-08-13T20:00:00Z,Sell,3.92,0.88,1,304,2,0,328,28.5,1,"	393,403" 
2021-08-03T20:00:00Z,"SPY   210827P00406000",2021-08-13T20:00:00Z,Buy,1.65,0.27,1,-138,2,-141.5,0,141.5,0,"	394,404" 
2021-08-03T20:00:00Z,"DIA   210827P00340000",2021-08-13T20:00:00Z,Sell,3,0.74,1,226,2,0,243.5,45.5,1,"	399,405" 
2021-08-03T20:00:00Z,"DIA   210827P00320000",2021-08-13T20:00:00Z,Buy,1.05,0.2,1,-85,2,-89,0,89,0,"	400,406" 
2021-08-03T20:00:00Z,"QQQ   210827P00355000",2021-08-16T20:00:00Z,Sell,3.83,0.9,1,293,2,0,301.5,40,1,"	397,407" 
2021-08-03T20:00:00Z,"QQQ   210827P00334000",2021-08-16T20:00:00Z,Buy,1.3,0.23,1,-107,2,-107,0,107,0,"	398,408" 
2021-08-03T20:00:00Z,"IWM   210827P00212500",2021-08-24T20:00:00Z,Sell,3.16,0.4,1,276,2,-93,298,314.5,1,"	395,409" 
2021-08-03T20:00:00Z,"IWM   210827P00198000",2021-08-24T20:00:00Z,Buy,0.97,0.04,1,-93,2,-95,0,95,0,"	396,410" 
2021-08-03T20:00:00Z,"GLD   210827P00166500",2021-08-27T20:00:00Z,Sell,1.11,0.31,1,80,2,-434,110,443,1,"	401,411" 
2021-08-03T20:00:00Z,"GLD   210827P00161500",2021-08-27T20:00:00Z,Buy,0.35,0.02,1,-33,2,-34,187,221,0,"	402,412" 
2021-09-02T20:00:00Z,"SPY   210927P00443000",2021-09-27T20:00:00Z,Sell,3.26,1.04,1,222,2,-661,290.5,718,1,"	413,423" 
2021-09-02T20:00:00Z,"SPY   210927P00420000",2021-09-27T20:00:00Z,Buy,1.21,0.05,1,-116,2,-120,66,186,0,"	414,424" 
2021-09-02T20:00:00Z,"QQQ   210927P00372000",2021-09-27T20:00:00Z,Sell,3.47,0.92,1,255,2,-528,260,684,1,"	417,425" 
2021-09-02T20:00:00Z,"QQQ   210927P00350000",2021-09-27T20:00:00Z,Buy,1.26,0.01,1,-125,2,-125,5.5,130.5,0,"	418,426" 
2021-09-02T20:00:00Z,"IWM   210930P00220000",2021-09-28T20:00:00Z,Sell,2.85,0.33,1,252,2,-303,253,342.5,1,"	415,427" 
2021-09-02T20:00:00Z,"IWM   210930P00205000",2021-09-28T20:00:00Z,Buy,0.95,0.03,1,-92,2,-92,38,130,0,"	416,428" 
2021-09-02T20:00:00Z,"DIA   210930P00345000",2021-09-30T20:00:00Z,Sell,2.48,2.07,1,41,2,-504.5,183.5,588,1,"	419,429" 
2021-09-02T20:00:00Z,"DIA   210930P00329000",2021-09-30T20:00:00Z,Buy,0.97,0.05,1,-92,2,-96,151,247,0,"	420,430" 
2021-09-02T20:00:00Z,"GLD   210930P00166000",2021-09-30T20:00:00Z,Sell,1.11,4.75,1,-364,2,-364,36.5,400.5,0,"	421,431" 
2021-09-02T20:00:00Z,"GLD   210930P00160000",2021-09-30T20:00:00Z,Buy,0.34,0.27,1,-7,2,-33,33,66,0,"	422,432" 
2021-10-04T20:00:00Z,"QQQ   211027P00327000",2021-10-28T04:00:00Z,Buy,1.6,0,1,-160,1,-160,113.5,273.5,0,"	438,444" 
2021-10-04T20:00:00Z,"QQQ   211027P00349000",2021-10-28T04:00:00Z,Sell,4.5,0,1,450,1,-343.5,450,343.5,1,"	437,445" 
2021-10-04T20:00:00Z,"SPY   211027P00397000",2021-10-28T04:00:00Z,Buy,1.5,0,1,-150,1,-150,60,210,0,"	434,446" 
2021-10-04T20:00:00Z,"SPY   211027P00422000",2021-10-28T04:00:00Z,Sell,4.74,0,1,474,1,-206.5,474,206.5,1,"	433,447" 
2021-10-04T20:00:00Z,"DIA   211029P00315000",2021-10-30T04:00:00Z,Buy,1.31,0,1,-131,1,-131,32,163,0,"	440,448" 
2021-10-04T20:00:00Z,"DIA   211029P00334000",2021-10-30T04:00:00Z,Sell,3.55,0,1,355,1,-120,355,120,1,"	439,449" 
2021-10-04T20:00:00Z,"GLD   211029P00154500",2021-10-30T04:00:00Z,Buy,0.39,0,1,-39,1,-39,0,39,0,"	442,450" 
2021-10-04T20:00:00Z,"GLD   211029P00161000",2021-10-30T04:00:00Z,Sell,1.28,0,1,128,1,0,128,22,1,"	441,451" 
2021-10-04T20:00:00Z,"IWM   211029P00198500",2021-10-30T04:00:00Z,Buy,1,0,1,-100,1,-100,9.5,109.5,0,"	436,452" 
2021-10-04T20:00:00Z,"IWM   211029P00214000",2021-10-30T04:00:00Z,Sell,3.21,0,1,321,1,-58,321,60,1,"	435,453" 
2021-11-02T20:00:00Z,"GLD   211126P00164500",2021-11-10T21:00:00Z,Sell,1.24,0.31,1,93,2,-69,106.5,69,1,"	462,464" 
2021-11-02T20:00:00Z,"GLD   211126P00158500",2021-11-10T21:00:00Z,Buy,0.35,0.08,1,-27,2,-29.5,7,36.5,0,"	463,465" 
2021-11-02T20:00:00Z,"SPY   211126P00451000",2021-11-15T21:00:00Z,Sell,3.43,0.85,1,258,2,0,284.5,90.5,1,"	454,466" 
2021-11-02T20:00:00Z,"SPY   211126P00429000",2021-11-15T21:00:00Z,Buy,1.21,0.24,1,-97,2,-105.5,0,105.5,0,"	455,467" 
2021-11-02T20:00:00Z,"IWM   211126P00227500",2021-11-15T21:00:00Z,Sell,2.55,0.59,1,196,2,0,205,68.5,1,"	456,468" 
2021-11-02T20:00:00Z,"IWM   211126P00215000",2021-11-15T21:00:00Z,Buy,0.83,0.15,1,-68,2,-70,0,70,0,"	457,469" 
2021-11-02T20:00:00Z,"QQQ   211126P00379000",2021-11-16T21:00:00Z,Sell,3.53,0.84,1,269,2,0,308,159,1,"	458,470" 
2021-11-02T20:00:00Z,"QQQ   211126P00359000",2021-11-16T21:00:00Z,Buy,1.11,0.18,1,-93,2,-98,0,98,0,"	459,471" 
2021-11-02T20:00:00Z,"DIA   211126P00352000",2021-11-17T21:00:00Z,Sell,2.59,0.44,1,215,2,0,220,60.5,1,"	460,472" 
2021-11-02T20:00:00Z,"DIA   211126P00337000",2021-11-17T21:00:00Z,Buy,0.91,0.09,1,-82,2,-82,0,82,0,"	461,473" 
2021-12-02T21:00:00Z,"IWM   211227P00202000",2021-12-08T21:00:00Z,Sell,4.82,1.14,1,368,2,0,412,156,1,"	474,484" 
2021-12-02T21:00:00Z,"IWM   211227P00185000",2021-12-08T21:00:00Z,Buy,2.15,0.39,1,-176,2,-191,12,203,0,"	475,485" 
2021-12-02T21:00:00Z,"DIA   211231P00328000",2021-12-08T21:00:00Z,Sell,5.05,1.35,1,370,2,-7,408,132,1,"	478,486" 
2021-12-02T21:00:00Z,"DIA   211231P00310000",2021-12-08T21:00:00Z,Buy,2.53,0.69,1,-184,2,-202,0,202,0,"	479,487" 
2021-12-02T21:00:00Z,"GLD   211231P00162000",2021-12-17T21:00:00Z,Sell,1.41,0.26,1,115,2,-29,121,32,1,"	480,488" 
2021-12-02T21:00:00Z,"GLD   211231P00155000",2021-12-17T21:00:00Z,Buy,0.47,0.04,1,-43,2,-43,5,48,0,"	481,489" 
2021-12-02T21:00:00Z,"QQQ   211227P00376000",2021-12-22T21:00:00Z,Sell,4.67,0.65,1,402,2,-536,457.5,536,1,"	476,490" 
2021-12-02T21:00:00Z,"QQQ   211227P00362000",2021-12-22T21:00:00Z,Buy,2.67,0.13,1,-254,2,-266,355.5,621.5,0,"	477,491" 
2021-12-03T21:00:00Z,"SPY   211227P00418000",2021-12-28T05:00:00Z,Buy,2.6,0,1,-260,1,-260,169.5,429.5,0,"	483,492" 
2021-12-03T21:00:00Z,"SPY   211227P00442000",2021-12-28T05:00:00Z,Sell,5.74,0,1,574,1,-311.5,574,311.5,1,"	482,493" 
2022-01-04T21:00:00Z,"GLD   220128P00165500",2022-01-21T21:00:00Z,Sell,1.23,0.19,1,104,2,-36,104.5,71,1,"	502,504" 
2022-01-04T21:00:00Z,"GLD   220128P00159500",2022-01-21T21:00:00Z,Buy,0.33,0.04,1,-29,2,-29,9,38,0,"	503,505" 
2022-01-04T21:00:00Z,"IWM   220128P00219000",2022-01-24T05:00:00Z,Sell,2.45,0,1,245,1,-1853.5,245,1853.5,0,"	496,506" 
2022-01-04T21:00:00Z,"QQQ   220128P00391000",2022-01-24T05:00:00Z,Sell,3.92,0,1,392,1,-3043,392,3043,0,"	498,507" 
2022-01-04T21:00:00Z,"SPY   220128P00469000",2022-01-24T05:00:00Z,Sell,3.63,0,1,363,1,-2734,363,2734,0,"	494,508" 
2022-01-04T21:00:00Z,"SPY   220128P00447000",2022-01-24T21:00:00Z,Buy,1.26,11.25,1,999,2,-4,1058.5,148.5,1,"	495,510" 
2022-01-04T21:00:00Z,"IWM   220128P00206000",2022-01-24T21:00:00Z,Buy,0.83,9.25,1,842,2,-6,912,70,1,"	497,512" 
2022-01-04T21:00:00Z,"QQQ   220128P00369000",2022-01-24T21:00:00Z,Buy,1.36,14.25,1,1289,2,0,2690.5,1401.5,1,"	499,514" 
2022-01-04T21:00:00Z,"DIA   220128P00358000",2022-01-28T21:00:00Z,Sell,2.85,16.85,1,-1400,2,-1699,67,1766,0,"	500,515" 
2022-01-04T21:00:00Z,"DIA   220128P00341000",2022-01-28T21:00:00Z,Buy,1.05,2.18,1,113,2,-104,285,389,1,"	501,516" 
2022-01-24T05:00:00Z,"SPY",2022-01-24T21:00:00Z,Buy,469,432,100,-3700,1,-3700,0,3700,0,"	508,509" 
2022-01-24T05:00:00Z,"IWM",2022-01-24T21:00:00Z,Buy,219,194.1,100,-2490,1,-2490,0,2490,0,"	506,511" 
2022-01-24T05:00:00Z,"QQQ",2022-01-24T21:00:00Z,Buy,391,345.39,100,-4561,1,-4561,0,4561,0,"	507,513" 
2022-02-02T21:00:00Z,"QQQ   220228P00351000",2022-02-24T05:00:00Z,Sell,6.02,0,1,602,1,-1415,602,1718.5,0,"	521,527" 
2022-02-02T21:00:00Z,"IWM   220228P00181000",2022-03-01T05:00:00Z,Buy,1.01,0,1,-101,1,-101,76,177,0,"	520,528" 
2022-02-02T21:00:00Z,"IWM   220228P00196000",2022-03-01T05:00:00Z,Sell,3.14,0,1,314,1,-218.5,314,366.5,1,"	519,529" 
2022-02-02T21:00:00Z,"QQQ   220228P00331000",2022-03-01T05:00:00Z,Buy,2.53,0,1,-253,1,-253,272,525,0,"	522,530" 
2022-02-02T21:00:00Z,"SPY   220228P00412000",2022-03-01T05:00:00Z,Buy,1.63,0,1,-163,1,-163,88.5,251.5,0,"	518,531" 
2022-02-02T21:00:00Z,"SPY   220228P00440000",2022-03-01T05:00:00Z,Sell,4.94,0,1,494,1,-1371,494,1627.5,1,"	517,532" 
2022-02-02T21:00:00Z,"DIA   220304P00320000",2022-03-05T05:00:00Z,Buy,1.3,0,1,-130,1,-130,79,209,0,"	524,543" 
2022-02-02T21:00:00Z,"DIA   220304P00344000",2022-03-05T05:00:00Z,Sell,3.9,0,1,390,1,-952.5,390,1130.5,0,"	523,544" 
2022-02-02T21:00:00Z,"GLD   220304P00158000",2022-03-05T05:00:00Z,Buy,0.43,0,1,-43,1,-43,0,43,0,"	526,545" 
2022-02-02T21:00:00Z,"GLD   220304P00164500",2022-03-05T05:00:00Z,Sell,1.31,0,1,131,1,0,131,9,1,"	525,546" 
2022-02-24T05:00:00Z,"QQQ",2022-04-04T20:00:00Z,Buy,351,362.71,100,1171,1,-3283,2019,3283,1,"	527,568" 
2022-03-01T05:00:00Z,"SPY",2022-04-04T20:00:00Z,Buy,440,453.2,100,1320,1,-2375,2155,2375,1,"	532,567" 
2022-03-02T21:00:00Z,"IWM   220328P00170000",2022-03-29T04:00:00Z,Buy,1.22,0,1,-122,1,-122,12.5,134.5,0,"	534,551" 
2022-03-02T21:00:00Z,"IWM   220328P00190000",2022-03-29T04:00:00Z,Sell,4.31,0,1,431,1,-136.5,431,294,1,"	533,552" 
2022-03-02T21:00:00Z,"DIA   220331P00300000",2022-04-01T04:00:00Z,Buy,2.86,0,1,-286,1,-286,0,286,0,"	536,553" 
2022-03-02T21:00:00Z,"DIA   220331P00319000",2022-04-01T04:00:00Z,Sell,5.45,0,1,545,1,-135,545,370,1,"	535,554" 
2022-03-02T21:00:00Z,"GLD   220331P00169000",2022-04-01T04:00:00Z,Buy,0.47,0,1,-47,1,-47,17,64,0,"	538,555" 
2022-03-02T21:00:00Z,"GLD   220331P00177000",2022-04-01T04:00:00Z,Sell,1.99,0,1,199,1,-62.5,199,154.5,1,"	537,556" 
2022-03-03T21:00:00Z,"SPY   220328P00420000",2022-03-21T20:00:00Z,Sell,6.78,0.89,1,589,2,-642,639.5,642,1,"	539,547" 
2022-03-03T21:00:00Z,"SPY   220328P00390000",2022-03-21T20:00:00Z,Buy,2.46,0.16,1,-230,2,-239.5,199,438.5,0,"	540,548" 
2022-03-03T21:00:00Z,"QQQ   220328P00332000",2022-03-21T20:00:00Z,Sell,6.35,1.26,1,509,2,-1134,512,1134,1,"	541,549" 
2022-03-03T21:00:00Z,"QQQ   220328P00308000",2022-03-21T20:00:00Z,Buy,2.45,0.21,1,-224,2,-225.5,460,685.5,0,"	542,550" 
2022-03-05T05:00:00Z,"DIA",2022-04-04T20:00:00Z,Buy,344,347.57,100,357,1,-1747,897,1747,1,"	544,569" 
2022-04-04T20:00:00Z,"QQQ   220427P00350000",2022-04-23T04:00:00Z,Sell,5.18,0,1,518,1,-1809,518,2083.5,0,"	561,570" 
2022-04-04T20:00:00Z,"IWM   220427P00200000",2022-04-26T20:00:00Z,Sell,2.38,0,1,238,1,-962,238,1027,0,"	559,571" 
2022-04-04T20:00:00Z,"SPY   220427P00442000",2022-04-26T20:00:00Z,Sell,4.09,0,1,409,1,-2172,409,2327.5,0,"	557,572" 
2022-04-04T20:00:00Z,"IWM   220427P00188000",2022-04-28T04:00:00Z,Buy,0.75,0,1,-75,1,-75,101,176,1,"	560,573" 
2022-04-04T20:00:00Z,"QQQ   220427P00330000",2022-04-28T04:00:00Z,Buy,1.85,0,1,-185,1,-185,917,1102,1,"	562,574" 
2022-04-04T20:00:00Z,"SPY   220427P00420000",2022-04-28T04:00:00Z,Buy,1.35,0,1,-135,1,-135,403.5,538.5,1,"	558,575" 
2022-04-04T20:00:00Z,"DIA   220429P00323000",2022-04-30T04:00:00Z,Buy,1.15,0,1,-115,1,-115,44,159,0,"	564,576" 
2022-04-04T20:00:00Z,"DIA   220429P00340000",2022-04-30T04:00:00Z,Sell,2.94,0,1,294,1,-774,294,990,0,"	563,577" 
2022-04-04T20:00:00Z,"GLD   220429P00169000",2022-04-30T04:00:00Z,Buy,0.38,0,1,-38,1,-38,0,38,0,"	566,578" 
2022-04-04T20:00:00Z,"GLD   220429P00176000",2022-04-30T04:00:00Z,Sell,1.63,0,1,163,1,0,163,86,1,"	565,579" 
2022-04-23T04:00:00Z,"QQQ",2022-04-28T04:00:00Z,Buy,350,330,100,-200000,0,-332400,0,332400,0,"	570,574" 
2022-04-26T20:00:00Z,"IWM",2022-04-28T04:00:00Z,Buy,200,188,100,-120000,0,-130400,0,130400,0,"	571,573" 
2022-04-26T20:00:00Z,"SPY",2022-04-28T04:00:00Z,Buy,442,420,100,-220000,0,-247300,0,247300,0,"	572,575" 
2022-04-30T04:00:00Z,"DIA",2022-07-05T20:00:00Z,Buy,340,306.69,100,-3331,1,-4128,59,4187,0,"	577,632" 
2022-05-03T20:00:00Z,"SPY   220527P00395000",2022-05-05T20:00:00Z,Sell,8.71,2.14,1,657,2,0,659,423,1,"	580,590" 
2022-05-03T20:00:00Z,"SPY   220527P00375000",2022-05-05T20:00:00Z,Buy,4.5,0.89,1,-361,2,-361,0,361,0,"	581,591" 
2022-05-03T20:00:00Z,"GLD   220527P00170000",2022-05-24T20:00:00Z,Sell,1.65,0.35,1,130,2,-135,157,220,1,"	588,592" 
2022-05-03T20:00:00Z,"GLD   220527P00163000",2022-05-24T20:00:00Z,Buy,0.43,0.02,1,-41,2,-42,28,70,0,"	589,593" 
2022-05-03T20:00:00Z,"IWM   220527P00177000",2022-05-27T20:00:00Z,Sell,4.69,0.11,1,458,2,-422.5,468,768.5,1,"	582,594" 
2022-05-03T20:00:00Z,"IWM   220527P00160000",2022-05-27T20:00:00Z,Buy,1.36,0.01,1,-135,2,-135,65,200,0,"	583,595" 
2022-05-03T20:00:00Z,"DIA   220527P00320000",2022-05-27T20:00:00Z,Sell,4.55,0.17,1,438,2,-485,454,760,1,"	586,596" 
2022-05-03T20:00:00Z,"DIA   220527P00295000",2022-05-27T20:00:00Z,Buy,2.06,0.01,1,-205,2,-205,0,205,0,"	587,597" 
2022-05-03T20:00:00Z,"QQQ   220527P00300000",2022-05-27T20:00:00Z,Sell,7.77,2.65,1,512,2,-990,776,1280,1,"	584,598" 
2022-05-03T20:00:00Z,"QQQ   220527P00280000",2022-05-27T20:00:00Z,Buy,3.43,0.03,1,-340,2,-342,232,574,0,"	585,599" 
2022-06-02T20:00:00Z,"IWM   220627P00177000",2022-06-23T04:00:00Z,Sell,3.1,0,1,310,1,-1039.5,310,1237.5,0,"	602,610" 
2022-06-02T20:00:00Z,"SPY   220627P00396000",2022-06-23T04:00:00Z,Sell,5.75,0,1,575,1,-2512,575,2790.5,0,"	600,611" 
2022-06-02T20:00:00Z,"SPY   220627P00380000",2022-06-24T20:00:00Z,Buy,2.56,4.49,1,193,2,-229,1435,1664,1,"	601,613" 
2022-06-02T20:00:00Z,"IWM   220627P00164000",2022-06-24T20:00:00Z,Buy,0.91,0.35,1,-56,2,-89,367,456,0,"	603,615" 
2022-06-02T20:00:00Z,"QQQ   220627P00293000",2022-06-27T20:00:00Z,Sell,5.32,1.58,1,374,2,-1733.5,472.5,1954,1,"	604,616" 
2022-06-02T20:00:00Z,"QQQ   220627P00276000",2022-06-27T20:00:00Z,Buy,2.16,0.04,1,-212,2,-215,751,966,0,"	605,617" 
2022-06-02T20:00:00Z,"DIA   220630P00319000",2022-06-30T20:00:00Z,Sell,3.95,9.3,1,-535,2,-1697.5,165,1862.5,0,"	606,618" 
2022-06-02T20:00:00Z,"DIA   220630P00300000",2022-06-30T20:00:00Z,Buy,1.17,0.07,1,-110,2,-116,573,689,0,"	607,619" 
2022-06-02T20:00:00Z,"GLD   220630P00169000",2022-06-30T20:00:00Z,Sell,1.37,0.38,1,99,2,-154,101,235,1,"	608,620" 
2022-06-02T20:00:00Z,"GLD   220630P00163000",2022-06-30T20:00:00Z,Buy,0.39,0.01,1,-38,2,-38,56,94,0,"	609,621" 
2022-06-23T04:00:00Z,"SPY",2022-06-24T20:00:00Z,Buy,396,381.43,100,-1457,1,-1794,0,1794,0,"	611,612" 
2022-06-23T04:00:00Z,"IWM",2022-06-24T20:00:00Z,Buy,177,171.21,100,-579,1,-717,0,717,0,"	610,614" 
2022-07-05T20:00:00Z,"IWM   220727P00152000",2022-07-28T04:00:00Z,Buy,0.81,0,1,-81,1,-81,0,81,0,"	625,633" 
2022-07-05T20:00:00Z,"IWM   220727P00165000",2022-07-28T04:00:00Z,Sell,2.95,0,1,295,1,0,295,105.5,1,"	624,634" 
2022-07-05T20:00:00Z,"QQQ   220727P00250000",2022-07-28T04:00:00Z,Buy,1.7,0,1,-170,1,-170,0,170,0,"	627,635" 
2022-07-05T20:00:00Z,"QQQ   220727P00270000",2022-07-28T04:00:00Z,Sell,5.02,0,1,502,1,0,502,122,1,"	626,636" 
2022-07-05T20:00:00Z,"SPY   220727P00345000",2022-07-28T04:00:00Z,Buy,1.46,0,1,-146,1,-146,0,146,0,"	623,637" 
2022-07-05T20:00:00Z,"SPY   220727P00368000",2022-07-28T04:00:00Z,Sell,5.3,0,1,530,1,0,530,152.5,1,"	622,638" 
2022-07-05T20:00:00Z,"DIA   220729P00285000",2022-07-30T04:00:00Z,Buy,1.41,0,1,-141,1,-141,0,141,0,"	629,639" 
2022-07-05T20:00:00Z,"DIA   220729P00301000",2022-07-30T04:00:00Z,Sell,3.8,0,1,380,1,-25,380,170,1,"	628,640" 
2022-07-05T20:00:00Z,"GLD   220729P00156000",2022-07-30T04:00:00Z,Buy,0.46,0,1,-46,1,-46,71,117,0,"	631,641" 
2022-07-05T20:00:00Z,"GLD   220729P00164000",2022-07-30T04:00:00Z,Sell,1.55,0,1,155,1,-460,155,460,1,"	630,642" 
2022-08-02T20:00:00Z,"SPY   220826P00399000",2022-08-11T20:00:00Z,Sell,5.19,0.94,1,425,2,-43.5,425,43.5,1,"	643,653" 
2022-08-02T20:00:00Z,"SPY   220826P00378000",2022-08-11T20:00:00Z,Buy,1.98,0.23,1,-175,2,-175,0,175,0,"	644,654" 
2022-08-02T20:00:00Z,"IWM   220826P00181000",2022-08-11T20:00:00Z,Sell,2.41,0.44,1,197,2,-53,197,53,1,"	645,655" 
2022-08-02T20:00:00Z,"IWM   220826P00168000",2022-08-11T20:00:00Z,Buy,1.22,0.06,1,-116,2,-116,0,116,0,"	646,656" 
2022-08-02T20:00:00Z,"QQQ   220826P00304000",2022-08-11T20:00:00Z,Sell,5.13,1.3,1,383,2,-10.5,411,71,1,"	647,657" 
2022-08-02T20:00:00Z,"QQQ   220826P00282500",2022-08-11T20:00:00Z,Buy,1.76,0.18,1,-158,2,-158,0,158,0,"	648,658" 
2022-08-02T20:00:00Z,"DIA   220826P00320000",2022-08-15T20:00:00Z,Sell,1.1,1,1,10,2,-350,81,350,1,"	649,659" 
2022-08-02T20:00:00Z,"DIA   220826P00304000",2022-08-15T20:00:00Z,Buy,5,0.05,1,-495,2,-495,0,495,0,"	650,660" 
2022-08-02T20:00:00Z,"GLD   220826P00162000",2022-08-15T20:00:00Z,Sell,1.13,0.47,1,66,2,-49,90,49,1,"	651,661" 
2022-08-02T20:00:00Z,"GLD   220826P00156500",2022-08-15T20:00:00Z,Buy,0.33,0.08,1,-25,2,-27.5,11.5,39,0,"	652,662" 
2022-09-02T20:00:00Z,"IWM   220926P00175000",2022-09-26T20:00:00Z,Sell,2.22,0,1,222,1,-861.5,222,1031,0,"	665,673" 
2022-09-02T20:00:00Z,"SPY   220926P00384000",2022-09-26T20:00:00Z,Sell,3.87,0,1,387,1,-1578.5,387,1859.5,0,"	663,674" 
2022-09-02T20:00:00Z,"IWM   220926P00162000",2022-09-27T04:00:00Z,Buy,0.6,0,1,-60,1,-60,26,86,0,"	666,675" 
2022-09-02T20:00:00Z,"QQQ   220926P00265000",2022-09-27T04:00:00Z,Buy,1.11,0,1,-111,1,-111,59,170,0,"	668,676" 
2022-09-02T20:00:00Z,"QQQ   220926P00288000",2022-09-27T04:00:00Z,Sell,3.78,0,1,378,1,-1006,378,1253.5,0,"	667,677" 
2022-09-02T20:00:00Z,"SPY   220926P00360000",2022-09-27T04:00:00Z,Buy,1.05,0,1,-105,1,-105,73.5,178.5,0,"	664,678" 
2022-09-02T20:00:00Z,"DIA   220930P00307000",2022-09-27T20:00:00Z,Sell,0.6,0,1,60,1,-1515,60,1515,0,"	669,679" 
2022-09-02T20:00:00Z,"DIA   220930P00290000",2022-10-01T04:00:00Z,Buy,5,0,1,-500,1,-500,0,500,0,"	670,680" 
2022-09-02T20:00:00Z,"GLD   220930P00148000",2022-10-01T04:00:00Z,Buy,0.26,0,1,-26,1,-26,30.5,56.5,0,"	672,681" 
