run_id,trade_id,strategy,symbol,entry_date,exit_date,entry_dte,entry_expiration,entry_credit,max_risk,exit_reason,realized_pnl,return_on_risk,days_held
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000094,put_credit_spread,DIA,2023-04-10,2023-05-05,25,2023-05-05,1.69,1131.0,EARLY_PROFIT_TARGET,167.0,0.147657,25
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000095,short_straddle,DIA,2023-04-26,2023-05-24,30,2023-05-26,11.825,5476.500244,PRE_EXPIRY_CLOSE,469.813661,0.085787,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000096,put_credit_spread,DIA,2023-05-05,2023-05-31,28,2023-06-02,1.76,1124.0,ITM_NEAR_EXPIRY_ROLL,-2.088,-0.001858,26
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000097,short_straddle,DIA,2023-05-24,2023-06-21,30,2023-06-23,11.7,5390.200195,PRE_EXPIRY_CLOSE,65.493416,0.01215,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000098,put_credit_spread,DIA,2023-05-31,2023-06-30,30,2023-06-30,2.24,1776.0,EARLY_PROFIT_TARGET,222.0,0.125,30
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000099,short_straddle,DIA,2023-06-21,2023-07-19,30,2023-07-21,8.725,5916.099854,PRE_EXPIRY_CLOSE,151.633625,0.025631,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000100,put_credit_spread,DIA,2023-06-30,2023-07-28,28,2023-07-28,0.77,623.0,EARLY_PROFIT_TARGET,75.0,0.120385,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000101,short_straddle,DIA,2023-07-19,2023-08-16,30,2023-08-18,8.95,6118.800049,PRE_EXPIRY_CLOSE,185.326437,0.030288,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000102,put_credit_spread,DIA,2023-07-28,2023-08-23,28,2023-08-25,0.805,619.5,ITM_NEAR_EXPIRY_ROLL,-2.04025,-0.003293,26
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000103,short_straddle,DIA,2023-08-16,2023-09-13,30,2023-09-15,10.45,5910.39978,PRE_EXPIRY_CLOSE,3.198426,0.000541,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000104,put_credit_spread,DIA,2023-08-23,2023-09-22,30,2023-09-22,1.635,1136.5,EARLY_PROFIT_TARGET,161.5,0.142103,30
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000105,short_straddle,DIA,2023-09-13,2023-10-11,30,2023-10-13,8.2,6110.999756,PRE_EXPIRY_CLOSE,-39.171966,-0.00641,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000106,put_credit_spread,DIA,2023-09-22,2023-10-20,28,2023-10-20,1.525,1147.5,ITM_NEAR_EXPIRY_ROLL,-30.590256,-0.026658,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000107,short_straddle,DIA,2023-10-11,2023-11-08,30,2023-11-10,9.775,5783.099976,PRE_EXPIRY_CLOSE,51.646983,0.008931,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000108,put_credit_spread,DIA,2023-10-20,2023-11-17,28,2023-11-17,2.24,1276.0,EARLY_PROFIT_TARGET,222.0,0.173981,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000109,short_straddle,DIA,2023-11-08,2023-12-06,30,2023-12-08,8.6,5962.399902,PRE_EXPIRY_CLOSE,128.129105,0.02149,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000110,put_credit_spread,DIA,2023-11-17,2023-12-15,28,2023-12-15,0.755,624.5,EARLY_PROFIT_TARGET,73.5,0.117694,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000111,short_straddle,DIA,2023-12-06,2024-01-03,30,2024-01-05,8.45,6379.400024,PRE_EXPIRY_CLOSE,93.673379,0.014684,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000112,put_credit_spread,DIA,2023-12-15,2024-01-12,28,2024-01-12,0.62,688.0,EARLY_PROFIT_TARGET,60.0,0.087209,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000114,put_credit_spread,DIA,2024-01-12,2024-01-29,28,2024-02-09,0.79,621.0,EARLY_PROFIT_TARGET,126.47525,0.203664,17
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000113,short_straddle,DIA,2024-01-03,2024-01-31,30,2024-02-02,10.075,6476.699829,PRE_EXPIRY_CLOSE,62.016566,0.009575,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000115,put_credit_spread,DIA,2024-01-29,2024-02-23,25,2024-02-23,0.955,704.5,EARLY_PROFIT_TARGET,93.5,0.132718,25
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000116,short_straddle,DIA,2024-01-31,2024-02-28,30,2024-03-01,9.875,6639.899902,PRE_EXPIRY_CLOSE,38.63275,0.005818,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000117,put_credit_spread,DIA,2024-02-23,2024-03-22,28,2024-03-22,1.265,1373.5,EARLY_PROFIT_TARGET,124.5,0.090644,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000118,short_straddle,DIA,2024-03-01,2024-03-26,27,2024-03-28,8.375,6988.699951,PRE_EXPIRY_CLOSE,131.848313,0.018866,25
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000119,put_credit_spread,DIA,2024-03-25,2024-04-17,25,2024-04-19,0.775,722.5,ITM_NEAR_EXPIRY_ROLL,-2.03875,-0.002822,23
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000120,short_straddle,DIA,2024-03-27,2024-04-24,30,2024-04-26,9.1,7041.199951,PRE_EXPIRY_CLOSE,-153.277181,-0.021769,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000121,put_credit_spread,DIA,2024-04-17,2024-05-17,30,2024-05-17,2.15,1285.0,EARLY_PROFIT_TARGET,213.0,0.165759,30
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000122,short_straddle,DIA,2024-04-24,2024-05-22,30,2024-05-24,11.075,6581.300049,PRE_EXPIRY_CLOSE,309.339374,0.047003,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000123,put_credit_spread,DIA,2024-05-17,2024-06-12,28,2024-06-14,0.73,727.0,ITM_NEAR_EXPIRY_ROLL,-2.0365,-0.002801,26
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000124,short_straddle,DIA,2024-05-22,2024-06-20,30,2024-06-21,8.75,7058.200073,PRE_EXPIRY_CLOSE,77.804311,0.011023,29
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000125,put_credit_spread,DIA,2024-06-12,2024-07-12,30,2024-07-12,0.91,709.0,EARLY_PROFIT_TARGET,89.0,0.125529,30
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000126,short_straddle,DIA,2024-06-21,2024-07-17,28,2024-07-19,9.6,6866.799927,PRE_EXPIRY_CLOSE,190.537294,0.027748,26
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000127,put_credit_spread,DIA,2024-07-12,2024-08-07,28,2024-08-09,0.98,752.0,ITM_NEAR_EXPIRY_ROLL,-2.049,-0.002725,26
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000128,short_straddle,DIA,2024-07-17,2024-08-14,30,2024-08-16,11.75,7063.599854,PRE_EXPIRY_CLOSE,14.228471,0.002014,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000129,put_credit_spread,DIA,2024-08-12,2024-09-06,25,2024-09-06,2.045,1395.5,EARLY_PROFIT_TARGET,202.5,0.145109,25
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000130,short_straddle,DIA,2024-08-14,2024-09-11,30,2024-09-13,11.6,6841.799927,PRE_EXPIRY_CLOSE,-1026.982626,-0.150104,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000131,put_credit_spread,DIA,2024-09-09,2024-10-04,25,2024-10-04,2.375,1362.5,EARLY_PROFIT_TARGET,235.5,0.172844,25
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000132,short_straddle,DIA,2024-09-11,2024-10-09,30,2024-10-11,12.475,6937.89978,PRE_EXPIRY_CLOSE,-146.598485,-0.02113,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000133,put_credit_spread,DIA,2024-10-04,2024-10-17,28,2024-11-01,1.84,1516.0,EARLY_PROFIT_TARGET,145.48175,0.095964,13
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000134,short_straddle,DIA,2024-10-09,2024-11-06,30,2024-11-08,14.975,7003.499756,PRE_EXPIRY_CLOSE,406.51836,0.058045,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000135,put_credit_spread,DIA,2024-10-17,2024-11-15,29,2024-11-15,2.52,1548.0,EARLY_PROFIT_TARGET,250.0,0.161499,29
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000136,short_straddle,DIA,2024-11-06,2024-12-04,30,2024-12-06,13.075,7437.10022,PRE_EXPIRY_CLOSE,248.024419,0.03335,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000137,put_credit_spread,DIA,2024-11-15,2024-12-13,28,2024-12-13,1.8,1620.0,EARLY_PROFIT_TARGET,178.0,0.109877,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000138,short_straddle,DIA,2024-12-04,2024-12-30,27,2024-12-31,10.4,7978.800049,PRE_EXPIRY_CLOSE,-2078.42021,-0.260493,26
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000139,put_credit_spread,DIA,2024-12-13,2025-01-08,28,2025-01-10,1.705,1429.5,ITM_NEAR_EXPIRY_ROLL,-37.603,-0.026305,26
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000141,put_credit_spread,DIA,2025-01-08,2025-01-24,30,2025-02-07,2.205,1529.5,EARLY_PROFIT_TARGET,205.4935,0.134353,16
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000140,short_straddle,DIA,2025-01-02,2025-01-29,29,2025-01-31,13.3,7145.999756,PRE_EXPIRY_CLOSE,166.993882,0.023369,27
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000142,put_credit_spread,DIA,2025-01-24,2025-02-21,28,2025-02-21,1.66,1634.0,ITM_NEAR_EXPIRY_ROLL,78.956889,0.048321,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000143,short_straddle,DIA,2025-01-29,2025-02-26,30,2025-02-28,12.5,7693.599854,PRE_EXPIRY_CLOSE,353.61238,0.045962,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000144,put_credit_spread,DIA,2025-02-21,2025-03-19,28,2025-03-21,2.065,1493.5,ITM_NEAR_EXPIRY_ROLL,-11.10775,-0.007437,26
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000145,short_straddle,DIA,2025-02-26,2025-03-26,30,2025-03-28,14.25,7261.799927,PRE_EXPIRY_CLOSE,-45.453926,-0.006259,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000146,put_credit_spread,DIA,2025-03-19,2025-04-15,29,2025-04-17,2.725,1427.5,ITM_NEAR_EXPIRY_ROLL,-21.14575,-0.014813,27
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000147,short_straddle,DIA,2025-03-26,2025-04-23,30,2025-04-25,13.525,7132.10022,PRE_EXPIRY_CLOSE,-7139.470765,-1.001033,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000148,put_credit_spread,DIA,2025-04-15,2025-05-16,31,2025-05-16,3.975,3102.5,EARLY_PROFIT_TARGET,395.5,0.127478,31
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000149,short_straddle,DIA,2025-04-23,2025-05-21,30,2025-05-23,20.65,5853.200073,PRE_EXPIRY_CLOSE,934.212738,0.159607,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000150,put_credit_spread,DIA,2025-05-16,2025-06-13,28,2025-06-13,2.06,1494.0,EARLY_PROFIT_TARGET,204.0,0.136546,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000151,short_straddle,DIA,2025-05-21,2025-06-18,30,2025-06-20,15.7,6805.0,PRE_EXPIRY_CLOSE,71.23529,0.010468,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000152,put_credit_spread,DIA,2025-06-13,2025-06-30,28,2025-07-11,2.875,2112.5,EARLY_PROFIT_TARGET,280.4975,0.13278,17
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000153,short_straddle,DIA,2025-06-18,2025-07-16,30,2025-07-18,14.9,6966.799927,PRE_EXPIRY_CLOSE,37.590831,0.005396,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000154,put_credit_spread,DIA,2025-06-30,2025-07-25,25,2025-07-25,1.97,1603.0,EARLY_PROFIT_TARGET,195.0,0.121647,25
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000155,short_straddle,DIA,2025-07-16,2025-08-13,30,2025-08-15,14.675,7379.699707,PRE_EXPIRY_CLOSE,57.309325,0.007766,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000156,put_credit_spread,DIA,2025-07-25,2025-08-22,28,2025-08-22,1.85,1615.0,EARLY_PROFIT_TARGET,183.0,0.113313,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000157,short_straddle,DIA,2025-08-13,2025-09-10,30,2025-09-12,12.0,7788.400269,PRE_EXPIRY_CLOSE,159.8559,0.020525,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,put_credit_spread_DIA_000158,put_credit_spread,DIA,2025-08-22,2025-09-19,28,2025-09-19,1.785,1721.5,EARLY_PROFIT_TARGET,176.5,0.102527,28
sim_2019-02-09_2026-05-21_138e7b4fbb82,short_straddle_DIA_000159,short_straddle,DIA,2025-09-10,2025-10-08,30,2025-10-10,12.325,7886.099854,PRE_EXPIRY_CLOSE,-22.044632,-0.002795,28
